zeit;stichprobe_n;threads;durchlauf_nr;dauer_gesamt_ms;durchsatz_pat_pro_s;mittel_ms_pro_patient;median_ms_pro_patient;p95_ms_pro_patient;stdabw_ms_pro_patient;anzahl_angefragt;anzahl_ok;anzahl_fehler
11.08.2025 16:09:30.793;10000;1;18;3988.232;2507.377;0.398;0.348;0.672;0.148;10000;10000;0
11.08.2025 16:09:30.793;10000;1;19;4937.170;2025.452;0.493;0.463;0.826;0.345;10000;10000;0
11.08.2025 16:09:30.793;10000;1;20;4201.658;2380.013;0.419;0.362;0.710;0.171;10000;10000;0
11.08.2025 16:09:30.793;10000;1;21;4035.762;2477.847;0.403;0.351;0.675;0.142;10000;10000;0
11.08.2025 16:09:30.793;10000;1;22;3873.525;2581.628;0.387;0.326;0.656;0.165;10000;10000;0
11.08.2025 16:09:30.793;10000;1;23;3937.958;2539.387;0.393;0.335;0.666;0.146;10000;10000;0
11.08.2025 16:09:30.793;10000;1;24;3981.677;2511.505;0.397;0.343;0.680;0.144;10000;10000;0
11.08.2025 16:09:30.793;10000;1;25;3924.100;2548.355;0.392;0.333;0.673;0.152;10000;10000;0
11.08.2025 16:09:30.793;10000;1;26;3882.099;2575.926;0.387;0.332;0.657;0.139;10000;10000;0
11.08.2025 16:09:30.793;10000;1;27;3961.136;2524.528;0.395;0.340;0.672;0.162;10000;10000;0
11.08.2025 16:09:30.793;10000;1;28;4091.451;2444.121;0.408;0.355;0.701;0.158;10000;10000;0
11.08.2025 16:09:30.793;10000;1;29;4000.360;2499.775;0.399;0.347;0.673;0.141;10000;10000;0
11.08.2025 16:09:30.793;10000;1;30;4086.397;2447.144;0.408;0.355;0.694;0.156;10000;10000;0
11.08.2025 16:09:30.793;10000;1;31;3890.296;2570.498;0.388;0.330;0.660;0.141;10000;10000;0
11.08.2025 16:09:30.793;10000;1;32;4342.058;2303.055;0.433;0.396;0.733;0.176;10000;10000;0
11.08.2025 16:09:30.793;10000;1;33;3983.083;2510.618;0.398;0.341;0.687;0.147;10000;10000;0
11.08.2025 16:09:30.793;10000;1;34;4020.835;2487.045;0.401;0.345;0.684;0.155;10000;10000;0
11.08.2025 16:09:30.793;10000;1;35;3994.578;2503.393;0.399;0.341;0.687;0.155;10000;10000;0
11.08.2025 16:09:30.793;10000;1;36;4153.996;2407.320;0.415;0.363;0.699;0.153;10000;10000;0
11.08.2025 16:09:30.793;10000;1;37;4060.947;2462.480;0.405;0.357;0.689;0.155;10000;10000;0
11.08.2025 16:09:30.793;10000;1;38;3852.345;2595.822;0.384;0.328;0.647;0.136;10000;10000;0
11.08.2025 16:09:30.793;10000;1;39;3944.324;2535.289;0.394;0.342;0.662;0.148;10000;10000;0
